DATE,Avg Temperature,Min Temperature,Max Temperature,Precipitation,Average daily wind speed,Snowfall,Snow Depth
2017-03-11,7.2,4.4,11.7,9.4,4.8,0,0
2017-03-12,9.1,7.2,11.7,0.5,3.2,0,0
2017-03-13,9.9,8.3,11.7,16.5,2.5,0,0
2017-03-14,11.3,8.9,13.9,9.9,4.7,0,0
2017-03-15,10.2,6.7,10,20.6,3.2,0,0
2017-03-16,7.4,3.9,11.1,0,4.6,0,0
2017-03-17,6.1,2.8,11.7,17.3,2.2,0,0
2017-03-18,9.1,1.7,13.9,8.6,6.1,0,0
2017-03-19,5.4,1.1,11.7,0,4.3,0,0
2017-03-20,7.2,3.3,12.2,0.3,5,0,0
2017-03-21,9.4,7.8,13.3,5.1,2.6,0,0
2017-03-22,10.6,6.1,13.3,0.5,6,0,0
2017-03-23,7.9,3.9,14.4,6.6,3.5,0,0
2017-03-24,9.2,6.7,12.2,6.1,4.9,0,0
2017-03-25,8.2,6.1,11.1,0.3,4.7,0,0
2017-03-26,7.7,6.1,9.4,9.7,1.7,0,0
2017-03-27,8.3,6.7,11.7,4.3,5.4,0,0
2017-03-28,8.3,6.7,11.7,3.6,5,0,0
2017-03-29,9.6,7.2,12.8,13,6.1,0,0
2017-03-30,8.3,6.1,12.2,0,2.9,0,0
2017-03-31,8.5,2.8,13.3,0,1.9,0,0
2017-04-01,10.2,7.2,13.3,1,3.4,0,0
2017-04-02,9.1,5,12.8,1,3.5,0,0
2017-04-03,7.6,4.4,11.7,0,2.2,0,0
2017-04-04,9.6,6.1,16.1,3,2.3,0,0
2017-04-05,10.4,8.9,12.2,11.7,3,0,0
2017-04-06,10.6,8.3,15.6,6.6,4.3,0,0
2017-04-07,11.7,7.8,15,2.5,7.2,0,0
2017-04-08,8.2,5,11.1,0.3,5.7,0,0
2017-04-09,7.7,3.9,13.3,0,2.9,0,0
2017-04-10,9.3,5,11.7,9.7,4.9,0,0
2017-04-11,7.6,3.3,13.9,0.5,4.7,0,0
2017-04-12,10.7,7.2,15,21.6,3.7,0,0
2017-04-13,9.4,6.1,12.2,2,4.7,0,0
2017-04-14,7.6,5.6,11.1,0.3,5.5,0,0
2017-04-15,8.1,5,13.9,0,4.1,0,0
2017-04-16,10.9,5.6,18.9,0,5.2,0,0
2017-04-17,13.7,10,15.6,1.8,3.9,0,0
2017-04-18,11.2,8.9,15.6,12.2,3.7,0,0
2017-04-19,10.3,7.8,13.3,8.9,3.2,0,0
2017-04-20,10.1,6.7,14.4,0.3,4.2,0,0
2017-04-21,10.9,6.1,18.9,0,3.7,0,0
2017-04-22,15.6,8.9,17.2,1.8,4.3,0,0
2017-04-23,10.4,7.2,11.7,12.4,3.3,0,0
2017-04-24,8.9,7.2,13.9,1.5,3.7,0,0
2017-04-25,10.4,8.3,13.3,1.3,3.9,0,0
2017-04-26,10.7,7.2,14.4,0,6.6,0,0
2017-04-27,9.1,6.7,13.3,1,4.2,0,0
2017-04-28,9.5,6.1,15,0,2.4,0,0
2017-04-29,10.4,5.6,13.9,3.6,3,0,0
2017-04-30,9.9,8.3,13.3,2,3.7,0,0
2017-05-01,8.7,7.2,10,0.8,2.6,0,0
2017-05-02,10.3,6.1,16.1,3.3,1.9,0,0
2017-05-03,14.8,12.8,23.3,2.8,2.7,0,0
2017-05-04,16.4,11.7,24.4,11.2,2.8,0,0
2017-05-05,14.3,7.8,15,6.4,5.8,0,0
2017-05-06,9.9,6.1,15.6,0.5,3,0,0
2017-05-07,10.8,7.2,16.7,0,3.3,0,0
2017-05-08,12.1,7.8,17.8,0,3,0,0
2017-05-09,13.6,8.3,21.1,0,2.5,0,0
2017-05-10,14.7,10.6,21.7,0,2.6,0,0
2017-05-11,14.4,7.8,15.6,11.9,3.5,0,0
2017-05-12,9.1,6.1,12.2,4.1,2.7,0,0
2017-05-13,9.4,7.2,13.9,0.8,4.6,0,0
2017-05-14,10.3,8.3,15,1,4.7,0,0
2017-05-15,10.1,7.8,11.1,8.4,4.2,0,0
2017-05-16,8.6,7.2,12.2,3.8,4.5,0,0
2017-05-17,9.8,7.2,15.6,0,3,0,0
2017-05-18,12.3,8.9,17.8,0,1.7,0,0
2017-05-19,15.1,10,21.7,0,2.6,0,0
2017-05-20,16.4,11.7,22.2,0,2.8,0,0
2017-05-21,17.9,11.1,24.4,0,3.7,0,0
2017-05-22,20.1,13.3,28.3,0,3.5,0,0
2017-05-23,21.1,11.7,25.6,0,3.3,0,0
2017-05-24,13.5,7.8,17.2,0,2.7,0,0
2017-05-25,13.9,8.3,21.1,0,2.9,0,0
2017-05-26,17.7,10.6,27.2,0,2.6,0,0
2017-05-27,21.1,12.8,30,0,2.2,0,0
2017-05-28,21.6,13.3,30,0,2.8,0,0
2017-05-29,17.2,11.1,23.3,0,3.1,0,0
2017-05-30,14.3,11.1,14.4,0.3,3.1,0,0
2017-05-31,14.2,11.1,22.2,2.8,3,0,0
2017-06-01,16.1,13.3,19.4,0.5,4.2,0,0
2017-06-02,15.7,11.7,22.8,0,3.1,0,0
2017-06-03,16.1,11.7,19.4,0,2.8,0,0
2017-06-04,14.4,11.1,19.4,0,2.6,0,0
2017-06-05,15.3,10,23.3,0,3.8,0,0
2017-06-06,18.6,11.7,28.9,0,3,0,0
2017-06-07,19.8,13.3,26.1,0.8,3.1,0,0
2017-06-08,16.3,12.2,17.2,7.9,4.4,0,0
2017-06-09,13.4,10,17.2,1.3,3.2,0,0
2017-06-10,12.6,8.9,19.4,0,3.1,0,0
2017-06-11,14.7,11.1,21.1,0,2.6,0,0
2017-06-12,14.8,11.1,17.8,0,4.2,0,0
2017-06-13,13.7,11.1,18.3,0,4.6,0,0
2017-06-14,13.8,10.6,18.3,0,2.7,0,0
2017-06-15,14.4,11.7,16.1,26.7,4.3,0,0
2017-06-16,14.8,11.7,20,0,4.7,0,0
2017-06-17,14.3,10.6,17.2,1.5,2.1,0,0
2017-06-18,14.8,12.8,21.7,0,2.8,0,0
2017-06-19,17.1,13.3,23.3,0,3,0,0
2017-06-20,18.3,13.3,22.8,0,5,0,0
2017-06-21,15.7,11.7,20.6,0,4.5,0,0
2017-06-22,16.8,10,23.9,0,4.1,0,0
2017-06-23,19.7,12.8,27.2,0,4.3,0,0
2017-06-24,22.9,16.1,31.7,0,4.3,0,0
2017-06-25,26.2,17.8,35.6,0,3.1,0,0
2017-06-26,20.9,12.8,22.2,0,3.9,0,0
2017-06-27,15.7,11.7,21.7,0,2.8,0,0
2017-06-28,16.2,12.2,20,0,3.8,0,0
2017-06-29,16.6,11.7,25.6,0,2.9,0,0
2017-06-30,20.6,13.9,30,0,3.1,0,0
2017-07-01,17.8,12.8,22.2,0,2.9,0,0
2017-07-02,16.6,12.2,25,0,2.2,0,0
2017-07-03,17.7,13.3,21.1,0,2.9,0,0
2017-07-04,17.8,11.7,25.6,0,3.4,0,0
2017-07-05,20.7,13.9,29.4,0,2.6,0,0
2017-07-06,20.9,12.8,29.4,0,2.5,0,0
2017-07-07,19.2,12.8,22.2,0,3.8,0,0
2017-07-08,19.2,14.4,27.2,0,3.7,0,0
2017-07-09,20.3,13.3,26.7,0,2.8,0,0
2017-07-10,19.1,14.4,22.8,0,3.4,0,0
2017-07-11,16.9,12.2,23.9,0,2.7,0,0
2017-07-12,17.9,12.2,25.6,0,1.9,0,0
2017-07-13,18.7,13.9,23.9,0,3.4,0,0
2017-07-14,18.4,13.9,26.1,0,3,0,0
2017-07-15,19,12.2,25,0,3.3,0,0
2017-07-16,17.1,12.8,22.2,0,4,0,0
2017-07-17,18.3,12.8,25.6,0,3.7,0,0
2017-07-18,20.2,13.3,27.8,0,2.4,0,0
2017-07-19,18.7,11.7,25.6,0,2.7,0,0
2017-07-20,19,15,23.3,0,4.7,0,0
2017-07-21,18.4,12.8,25.6,0,2.2,0,0
2017-07-22,21.1,17.2,29.4,0,3.4,0,0
2017-07-23,20.9,16.7,24.4,0,4.6,0,0
2017-07-24,20,13.3,27.8,0,3.8,0,0
2017-07-25,22.1,14.4,30.6,0,3.2,0,0
2017-07-26,21.2,13.3,28.9,0,2.1,0,0
2017-07-27,18.3,13.9,21.1,0,3,0,0
2017-07-28,18.1,13.3,26.1,0,3.2,0,0
2017-07-29,19.3,12.2,27.2,0,2.6,0,0
2017-07-30,20.2,14.4,26.7,0,3.4,0,0
2017-07-31,21.3,15.6,29.4,0,4.7,0,0
2017-08-01,23.6,15.6,30.6,0,3.6,0,0
2017-08-02,25.8,20.6,32.8,0,4.3,0,0
2017-08-03,26.6,20,34.4,0,2.8,0,0
2017-08-04,26,16.7,32.8,0,2.5,0,0
2017-08-05,21.1,14.4,27.8,0,2.6,0,0
2017-08-06,20.6,14.4,27.8,0,2,0,0
2017-08-07,20.8,13.9,28.9,0,1.9,0,0
2017-08-08,22.2,15,31.7,0,2,0,0
2017-08-09,23.3,16.1,32.8,0,1.7,0,0
2017-08-10,22.3,15.6,32.2,0,2.2,0,0
2017-08-11,20.6,13.9,25,0,2.9,0,0
2017-08-12,18.2,14.4,24.4,0.5,3.7,0,0
2017-08-13,18.6,15.6,23.3,0,4.8,0,0
2017-08-14,17.6,13.3,22.8,0,3.1,0,0
2017-08-15,18.3,12.8,25.6,0,3.4,0,0
2017-08-16,19.6,13.9,26.1,0,2.5,0,0
2017-08-17,19.1,15,23.9,0,2.3,0,0
2017-08-18,17.9,12.8,22.8,0,3,0,0
2017-08-19,19.2,14.4,24.4,0,3.9,0,0
2017-08-20,18.7,13.3,25,0,3.7,0,0
2017-08-21,20.2,13.9,28.3,0,4.1,0,0
2017-08-22,22.6,15.6,30,0,2.5,0,0
2017-08-23,19.6,15,23.9,0,2.3,0,0
2017-08-24,18.2,14.4,22.2,0,3.5,0,0
2017-08-25,18.1,12.2,24.4,0,3.8,0,0
2017-08-26,19.4,12.2,28.9,0,4.3,0,0
2017-08-27,22.5,16.1,30.6,0,4,0,0
2017-08-28,23.9,16.7,31.1,0,1.7,0,0
2017-08-29,23.6,15.6,29.4,0,3.6,0,0
2017-08-30,19.2,15.6,25,0,3.1,0,0
2017-08-31,19.3,16.1,23.9,0,2.7,0,0
2017-09-01,19.9,13.9,29.4,0,4.1,0,0
2017-09-02,23.2,16.7,32.2,0,3.3,0,0
2017-09-03,25.1,18.3,32.2,0,3.4,0,0
2017-09-04,25.1,18.3,31.1,0,4.6,0,0
2017-09-05,24.8,18.9,29.4,0,1.6,0,0
2017-09-06,22.1,17.2,27.2,0,2.6,0,0
2017-09-07,20.7,16.1,23.9,0,2.1,0,0
2017-09-08,19.2,15.6,21.7,0,2.4,0,0
2017-09-09,17.4,15,20,0,3.6,0,0
2017-09-10,17,12.8,22.8,0,3,0,0
2017-09-11,18.4,11.1,26.7,0,2.7,0,0
2017-09-12,20.4,13.9,25,0,3.4,0,0
2017-09-13,16.3,11.7,21.1,0,2.5,0,0
2017-09-14,17.2,12.2,23.3,0,3.6,0,0
2017-09-15,17.3,10,24.4,0,2.3,0,0
2017-09-16,17.4,11.7,24.4,0,1.8,0,0
2017-09-17,16.1,12.2,17.8,3.8,3.8,0,0
2017-09-18,12.9,10,16.7,4.1,4.6,0,0
2017-09-19,11.7,10,17.8,1,4,0,0
2017-09-20,11.9,10,13.9,3.3,2.3,0,0
2017-09-21,11.8,10,17.8,0.5,2,0,0
2017-09-22,13.9,10.6,20,0,2,0,0
2017-09-23,15.4,12.2,20,0,2.3,0,0
2017-09-24,15.2,10,22.2,0,1.3,0,0
2017-09-25,16.2,13.3,18.3,0.3,1.8,0,0
2017-09-26,17.1,12.8,23.3,0,2.9,0,0
2017-09-27,17.7,12.2,26.7,0,3.1,0,0
2017-09-28,21.2,12.8,30,0,2.4,0,0
2017-09-29,18.2,12.2,19.4,1.8,4.8,0,0
2017-09-30,14,11.1,17.8,0.3,4.3,0,0
2017-10-01,13,10,16.7,0,2.2,0,0
2017-10-02,11.9,8.3,16.7,0,2.9,0,0
2017-10-03,13.6,6.7,20.6,0,4.2,0,0
2017-10-04,13.8,7.2,20,0,2.3,0,0
2017-10-05,13.4,7.2,20.6,0,1.3,0,0
2017-10-06,13.4,7.8,18.9,0.3,6.3,0,0
2017-10-07,12.8,9.4,16.7,0.3,4.1,0,0
2017-10-08,11.6,7.8,16.7,0.3,2.2,0,0
2017-10-09,11.1,6.1,17.8,0,2.1,0,0
2017-10-10,11.3,7.2,15.6,0,3.2,0,0
2017-10-11,9.5,6.1,13.9,4.3,3.8,0,0
2017-10-12,8.5,7.2,10,9.7,3.7,0,0
2017-10-13,8.6,5,12.2,0,2.7,0,0
2017-10-14,7.5,3.3,13.3,0,2.3,0,0
2017-10-15,10.6,5,17.2,0,2.2,0,0
2017-10-16,11.2,5.6,16.7,0,4.2,0,0
2017-10-17,12.3,9.4,15.6,1.5,5.7,0,0
2017-10-18,11.1,8.3,17.8,34.3,6.2,0,0
2017-10-19,12.4,10,12.2,26.4,4.8,0,0
2017-10-20,9.7,7.8,11.7,3.3,6,0,0
2017-10-21,8.6,7.2,14.4,40.9,4.8,0,0
2017-10-22,12.9,10,15.6,0.5,5.8,0,0
2017-10-23,12.3,9.4,18.3,0,2.3,0,0
2017-10-24,12.7,7.8,18.9,0,3,0,0
2017-10-25,11,6.7,15,0.3,2.9,0,0
2017-10-26,11.6,9.4,14.4,0,5.4,0,0
2017-10-27,11.5,7.8,18.9,0,3.6,0,0
2017-10-28,12.3,6.7,20,0,0.7,0,0
2017-10-29,11.3,7.8,13.3,0,2.7,0,0
2017-10-30,12.4,7.2,17.2,0,4.5,0,0
2017-10-31,9.3,3.3,14.4,0,2.3,0,0
2017-11-01,10.7,8.3,12.8,0.3,5,0,0
2017-11-02,8.8,5.6,10,4.8,5.9,0,0
2017-11-03,3.9,0.6,6.1,7.6,4.9,0,0
2017-11-04,3.2,1.7,5,10.7,2.6,0,0
2017-11-05,2.9,0.6,4.4,15.5,4.1,10,0
2017-11-06,3.6,2.2,8.3,0,2.9,0,0
2017-11-07,5.3,3.3,8.9,0,5.8,0,0
2017-11-08,9.2,7.2,12.2,3.8,5.6,0,0
2017-11-09,8.8,6.1,10,10.7,2.9,0,0
2017-11-10,8.2,5,10.6,0.3,2.6,0,0
2017-11-11,7.8,6.1,11.1,1.3,3,0,0
2017-11-12,10.2,8.3,13.9,13.2,3.5,0,0
2017-11-13,10.2,7.2,12.8,20.6,8.8,0,0
2017-11-14,8.6,6.7,12.2,1.3,7.9,0,0
2017-11-15,9.7,6.1,11.7,11.7,4.5,0,0
2017-11-16,6.7,5.6,6.7,4.1,5,0,0
2017-11-17,6.6,5.6,10,0,5.5,0,0
2017-11-18,8.1,5,11.1,0,3.2,0,0
2017-11-19,7.3,3.9,11.7,14.7,3.3,0,0
2017-11-20,7.8,5,10,16,2.8,0,0
2017-11-21,6.6,3.3,15.6,29,2.4,0,0
2017-11-22,14.7,13.3,20,13.2,3.7,0,0
2017-11-23,14.1,8.9,15,5.1,5.6,0,0
2017-11-24,9.3,7.8,11.1,0.3,5,0,0
2017-11-25,8.8,6.1,10.6,4.8,2.6,0,0
2017-11-26,9.9,5.6,14.4,6.4,5.4,0,0
2017-11-27,7,5.6,10,0,4.3,0,0
2017-11-28,7.3,6.1,8.3,17.3,3.4,0,0
2017-11-29,6.9,5,10,0,2.6,0,0
2017-11-30,7.1,5,7.8,6.9,3.6,0,0
2017-12-01,6.9,3.3,8.9,6.9,4.5,0,0
2017-12-02,6.3,5,6.7,20.1,3,0,0
2017-12-03,5.7,3.9,7.8,1.3,1.7,0,0
2017-12-04,4.1,1.1,7.2,0,2.1,0,0
2017-12-05,3.2,0.6,7.2,0,5.3,0,0
2017-12-06,4.9,2.2,11.1,0,5.9,0,0
2017-12-07,5.6,1.1,11.1,0,1.9,0,0
2017-12-08,2.4,-1.6,6.1,0,1.1,0,0
2017-12-09,1.7,-1.6,6.7,0,0.9,0,0
2017-12-10,4.6,1.1,9.4,0,2.9,0,0
2017-12-11,3.2,-1.6,9.4,0,2.3,0,0
2017-12-12,4.3,0,7.8,0,2,0,0
2017-12-13,5.1,1.1,8.9,0,4.3,0,0
2017-12-14,6,2.2,10,0,2.1,0,0
2017-12-15,4.9,2.8,6.1,1.5,2.6,0,0
2017-12-16,5.2,2.8,7.2,3.6,2.8,0,0
2017-12-17,6.9,5.6,10,0.8,6.7,0,0
2017-12-18,8.9,5,9.4,17.8,5.1,0,0
2017-12-19,6.4,4.4,10,25.4,6.4,0,0
2017-12-20,4.8,0,9.4,3.3,4.4,0,0
2017-12-21,1.2,-1.6,5,0.3,2.8,0,0
2017-12-22,3.6,1.7,4.4,2.3,3.3,0,0
2017-12-23,1.4,-1.6,3.3,0,5.2,0,0
2017-12-24,0.9,-2.1,3.3,3,3.9,41,0
2017-12-25,0.1,-0.5,1.7,2.3,1.3,25,50
2017-12-26,1.3,-0.5,3.9,0,2,0,50
2017-12-27,1.8,0.6,5,0,1.7,0,30
2017-12-28,5.7,3.3,8.9,8.6,4.8,0,0
2017-12-29,7.6,3.9,12.2,38.1,4.6,0,0
2017-12-30,8.3,3.3,8.9,2.8,5.2,0,0
2017-12-31,3.8,0.6,6.1,0,5.5,0,0
